antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'High Top', 'Tell Tale', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.06774028629856851,0.35109918200408996,0.05495910020449898,0.8113207547169811,2.3108021787061013,0.031175541096348708,3.439174335378322,0.6084676159442931
"frozenset({'High Top', 'Tell Tale', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.0679959100204499,0.3585122699386503,0.05495910020449898,0.8082706766917294,2.254513288569016,0.030581732156523263,3.345798748947433,0.5970416767658727
"frozenset({'Ebony', 'Tell Tale', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.07119120654396728,0.3585122699386503,0.05764314928425358,0.8096947935368043,2.258485584539022,0.032120228226504566,3.3708364683412433,0.5999355590088169
"frozenset({'Ebony', 'Tell Tale', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.0708077709611452,0.35109918200408996,0.05764314928425358,0.8140794223826714,2.3186594105285843,0.03278259882026254,3.490204399706155,0.6120545204451668
"frozenset({'Hermanos', 'Tell Tale', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.07195807770961145,0.34266359918200406,0.05764314928425358,0.8010657193605684,2.33776135332976,0.032985735386059784,3.3042892291118897,0.6166104428757226
"frozenset({'High Top', 'Ebony', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.07157464212678936,0.3585122699386503,0.05725971370143149,0.8,2.2314438502673797,0.03159932628250969,3.2074386503067496,0.59440390969163
"frozenset({'High Top', 'Ebony', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.06940184049079755,0.35109918200408996,0.05725971370143149,0.8250460405156538,2.349894510736977,0.032892784275534145,3.7089804649660962,0.6172900479722173
"frozenset({'High Top', 'Ebony', 'Tell Tale', 'Red Wing'})",frozenset({'Hermanos'}),0.06684560327198363,0.3585122699386503,0.054703476482617586,0.8183556405353729,2.28264332675535,0.030738507518160263,3.5315587665482737,0.6021633830726043
"frozenset({'High Top', 'Tell Tale', 'Hermanos', 'Red Wing'})",frozenset({'Ebony'}),0.06774028629856851,0.34266359918200406,0.054703476482617586,0.8075471698113207,2.35667626132181,0.0314913461699307,3.415571494446448,0.6175034402876258
"frozenset({'High Top', 'Ebony', 'Tell Tale', 'Red Wing'})",frozenset({'Tri-State'}),0.06684560327198363,0.35109918200408996,0.054447852760736194,0.8145315487571703,2.3199471559796505,0.03097841613137282,3.4987126578542385,0.6097122845735327
"frozenset({'High Top', 'Tell Tale', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.0679959100204499,0.34266359918200406,0.054447852760736194,0.8007518796992481,2.3368454706329422,0.031148129503473135,3.299084577690319,0.6138092037321755
"frozenset({'High Top', 'Horatio', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.06595092024539877,0.35109918200408996,0.053169734151329244,0.806201550387597,2.2962216709983836,0.030014420000752762,3.3483282208588974,0.6043600795755969
"frozenset({'High Top', 'Horatio', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.06620654396728017,0.3585122699386503,0.053169734151329244,0.803088803088803,2.2400594635888753,0.029433875788826575,3.2577514134488146,0.592832682305376
"frozenset({'Horatio', 'Tell Tale', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.0650562372188139,0.3585122699386503,0.05265848670756646,0.8094302554027506,2.257747707048528,0.029335027428582183,3.366157263930177,0.5958440894823113
"frozenset({'High Top', 'Horatio', 'Tell Tale', 'Red Wing'})",frozenset({'Hermanos'}),0.06352249488752557,0.3585122699386503,0.05086912065439673,0.800804828973843,2.233688763597628,0.028095526820103627,3.220397998388795,0.5897739687930577
"frozenset({'Horatio', 'Ebony', 'Tri-State', 'Red Wing'})",frozenset({'Hermanos'}),0.06671779141104295,0.3585122699386503,0.0543200408997955,0.814176245210728,2.2709857192615814,0.030400894055729107,3.452129846309531,0.599671322925226
"frozenset({'Horatio', 'Ebony', 'Hermanos', 'Red Wing'})",frozenset({'Tri-State'}),0.065439672801636,0.35109918200408996,0.0543200408997955,0.8300781249999999,2.3642268838733163,0.031344225308525805,3.8188186070563876,0.6174333891105676
"frozenset({'Horatio', 'Hermanos', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.06735685071574642,0.34266359918200406,0.0543200408997955,0.8064516129032259,2.3534790821912868,0.03123930000397289,3.3962380708929802,0.6166314923941346
"frozenset({'High Top', 'Horatio', 'Ebony', 'Red Wing'})",frozenset({'Tri-State'}),0.06403374233128835,0.35109918200408996,0.05240286298568507,0.8183632734530937,2.330860666726249,0.02992066843250906,3.57251988808737,0.6100368701351904
"frozenset({'High Top', 'Horatio', 'Ebony', 'Red Wing'})",frozenset({'Hermanos'}),0.06403374233128835,0.3585122699386503,0.051763803680981595,0.8083832335329341,2.254827243907906,0.028806921365124766,3.347764091257668,0.5945802418559485
"frozenset({'Horatio', 'Ebony', 'Tell Tale', 'Red Wing'})",frozenset({'Hermanos'}),0.06275562372188138,0.3585122699386503,0.05227505112474438,0.8329938900203667,2.3234738664953114,0.02977639001279687,3.841103359269792,0.6077496743294956
"frozenset({'Horatio', 'Ebony', 'Tell Tale', 'Red Wing'})",frozenset({'Tri-State'}),0.06275562372188138,0.35109918200408996,0.051763803680981595,0.8248472505091651,2.3493283174312736,0.029730355526072578,3.704770949255721,0.612803275569765
"frozenset({'Horatio', 'Ebony', 'Tell Tale', 'Red Wing'})",frozenset({'High Top'}),0.06275562372188138,0.3397239263803681,0.05023006134969325,0.8004073319755601,2.356052281932574,0.02891047445644674,3.3081178790534627,0.6140993917488964
"frozenset({'Horatio', 'Best Choice', 'Ebony', 'Red Wing'})",frozenset({'Tri-State'}),0.061477505112474434,0.35109918200408996,0.05086912065439673,0.8274428274428275,2.3567210345513954,0.029284418897754697,3.7604975115184676,0.6133914157468536
"frozenset({'Horatio', 'Best Choice', 'Tri-State', 'Red Wing'})",frozenset({'Ebony'}),0.06301124744376278,0.34266359918200406,0.05086912065439673,0.8073022312373225,2.3559614536370055,0.02927745981636912,3.411229953718652,0.6142494631114925
